route_id,service_id,trip_id
22,2,39312
53,8,38118
57,2,34022
57,3,34023
50,9,28499
57,8,34078
52,2,29142
54,2,38262
57,9,34029
2,2,23142
50,3,28493
56,13,339013
20,2,28812
3,2,23892
2,2,23322
20,8,28818
50,3,28353
2,8,23328
43,2,26432
43,7,26437
52,8,32978
52,2,32972
8,8,32408
22,8,39228
50,9,28149
54,2,38312
51,2,28922
28,2,35972
50,3,28143
8,2,32402
22,2,39222
51,8,28928
28,8,35978
54,8,38318
54,9,38319
53,8,38918
53,9,38919
20,8,25658
53,2,38912
20,2,25652
53,9,35579
2,2,23432
9,7,26327
9,2,26322
48,9,31899
53,2,35572
48,2,31892
48,3,31893
18,11,399311
52,8,29148
22,3,39133
22,2,39132
22,13,397913
8,8,32578
22,8,39138
8,8,32198
8,2,32192
22,13,391613
8,8,32358
50,13,401713
48,8,31478
8,2,32352
48,9,31479
3,2,23602
8,2,32752
20,8,25498
8,8,32758
18,3,27343
20,2,25492
18,7,27347
53,2,38862
57,9,34089
53,8,38868
48,9,31579
22,13,392413
50,13,287613
57,8,34138
20,2,25472
57,9,34139
20,8,25478
56,13,337013
28,8,36278
28,2,36272
54,9,38279
22,3,39793
22,2,39792
4,8,36878
22,9,39799
22,8,39798
22,13,390813
4,2,36872
15,8,37458
15,9,37459
28,2,36182
36,8,20778
28,8,36188
15,2,37452
36,2,20772
50,13,283913
28,2,36472
54,8,38468
54,9,38469
38,9,33139
38,8,33138
28,8,36478
38,3,33133
38,2,33132
54,2,38462
52,2,29202
15,8,36988
52,8,29208
15,2,36982
8,8,32558
4,8,36698
15,2,37052
15,8,37058
15,9,37059
4,2,36692
28,2,36052
46,8,36508
28,8,36058
15,8,37108
46,2,36502
52,2,33792
48,9,31589
52,8,33798
52,8,29448
50,9,28739
53,9,38719
53,9,38679
53,8,38678
52,8,29338
52,2,29442
52,2,29332
50,9,28229
53,2,38672
2,2,23162
53,9,38869
22,13,395513
18,2,40022
48,9,31799
48,8,31798
48,3,31793
48,2,31792
22,2,39412
22,3,39413
50,9,28799
48,9,31509
28,2,35982
56,2,33862
50,3,28793
50,3,28733
56,7,33867
22,9,39619
50,9,28559
48,9,31649
48,8,31648
18,13,398213
18,11,398211
48,3,31643
48,2,31642
50,3,28553
56,13,338713
53,9,38789
53,8,38788
51,8,29028
33,8,40288
15,8,37128
15,9,37129
50,3,29843
51,2,29022
33,2,40282
53,2,38782
50,9,29849
15,2,37122
57,9,34169
57,8,34168
3,2,23552
57,3,34163
57,2,34162
3,8,23558
2,8,23088
2,2,23082
52,2,29252
54,2,38252
22,8,39308
22,9,39309
22,2,39302
22,3,39303
54,9,38259
54,8,38258
2,8,23158
50,9,28319
52,2,29152
9,13,263413
50,3,28313
2,2,23152
52,8,29158
3,2,23882
57,2,34092
2,2,23332
2,8,23338
48,8,31988
3,8,23888
15,9,37329
50,3,28173
50,9,28179
54,2,38322
22,8,39238
51,2,28952
28,2,35962
15,9,37089
50,3,28773
22,2,39232
22,3,39233
54,9,38329
54,8,38328
50,9,28779
28,8,35968
8,8,32218
20,8,25648
20,2,25642
22,13,397613
8,2,32212
50,13,287413
53,8,35568
43,2,26352
2,8,23428
44,2,22682
43,7,26357
53,2,35562
2,2,23422
44,8,22688
8,2,32692
28,2,36072
8,8,32698
50,13,281913
28,2,35922
8,2,32502
22,2,39122
22,3,39123
9,13,263013
8,8,32508
22,8,39128
22,9,39129
18,11,398811
50,13,282313
18,13,398813
57,9,34099
44,2,22592
48,3,31933
48,2,31932
44,8,22598
48,9,31939
48,8,31938
20,8,25488
57,8,34098
20,2,25482
53,9,38899
53,8,38898
22,13,396413
53,2,38892
20,2,25462
28,2,36262
28,8,36268
20,8,25468
22,13,391813
8,2,32422
9,13,262613
22,8,39168
22,9,39169
22,2,39782
22,3,39783
4,8,36868
22,8,39788
22,9,39789
4,2,36862
50,9,28579
28,2,36192
53,8,35328
36,8,20768
8,2,32812
28,8,36198
28,8,36078
36,2,20762
22,9,39249
28,2,36462
54,8,38418
50,13,286413
38,2,33122
38,3,33123
51,8,29008
15,8,36998
15,9,36999
52,8,29238
15,2,36992
52,2,29232
15,2,37022
38,2,33012
38,3,33013
15,9,37029
15,8,37028
4,2,36682
15,8,37148
28,8,36048
46,8,36518
46,2,36512
28,2,36042
50,13,281813
50,13,285513
20,8,29798
18,13,399513
18,11,399511
18,7,27427
52,8,29308
56,13,338913
53,8,38668
53,9,38669
52,2,29302
53,2,38662
52,2,37482
15,9,37339
15,8,37338
18,2,40032
52,8,37488
18,3,16963
15,2,37332
3,2,23532
48,8,31788
48,9,31789
33,2,40342
56,13,337413
48,2,31782
48,3,31783
33,8,40348
33,9,40349
50,9,28789
48,9,31529
22,9,39429
22,8,39428
56,2,33872
50,3,28783
22,3,39423
22,2,39422
48,8,28018
48,9,28019
43,13,263713
51,2,29012
33,2,40292
50,9,28549
48,2,31652
48,3,28013
33,8,40298
50,3,28543
51,8,29018
57,2,34222
57,3,34223
53,8,38798
53,9,38799
2,2,23102
53,2,38792
57,8,34228
15,2,37152
48,9,31689
57,8,34178
3,2,23522
57,2,34172
3,8,23528
38,9,33109
28,2,35882
28,8,35888
50,13,283213
54,2,38242
22,8,39338
50,13,287913
50,3,28303
22,3,39333
22,2,39332
50,9,28309
52,2,29162
52,8,29168
36,8,35318
36,2,35312
2,2,23182
3,8,23638
38,8,33098
2,8,23188
3,2,23632
50,3,28163
22,3,39203
22,2,39202
50,9,28169
22,9,39209
22,8,39208
51,2,28942
28,2,35952
54,8,38338
50,3,28763
51,8,28948
28,8,35958
54,2,38332
50,9,28769
20,8,25678
8,8,32208
20,2,25672
8,2,32202
9,2,26342
2,8,23458
44,2,22692
45,8,23988
9,7,26347
44,8,22698
45,2,23982
50,13,282413
2,2,23452
8,2,32682
15,9,36989
8,8,32688
8,2,32512
22,2,39112
22,13,397113
22,13,393413
8,8,32518
22,8,39118
50,13,281513
8,8,32338
8,2,32332
50,13,286313
44,8,22588
48,3,31923
3,2,23852
3,8,23858
44,2,22582
48,9,31929
20,8,25298
53,8,38888
53,9,38889
51,2,29072
53,2,38882
20,2,25292
20,2,25452
28,2,36212
28,8,36218
20,8,25458
51,8,29078
20,2,25582
20,8,25588
4,8,36858
4,2,36852
18,7,39937
22,13,391013
18,3,39933
2,2,23212
54,8,38408
54,9,38409
28,8,36328
28,8,36458
54,2,38402
28,2,36452
28,2,36322
52,8,29228
22,9,39689
22,8,39688
22,3,39683
22,2,39682
52,2,29222
50,9,28299
15,2,37032
50,13,285213
38,3,33063
38,2,33062
54,2,38532
22,13,392613
38,9,33069
38,8,33068
15,8,37038
15,9,37039
54,8,38538
54,9,38539
28,8,36038
22,13,395413
46,8,36528
46,2,36522
28,2,36032
38,9,33209
38,8,33208
44,2,40192
38,3,33203
38,2,33202
44,8,40198
52,2,29312
52,8,29318
22,9,39499
53,9,38659
53,8,38658
22,3,39753
22,2,39752
53,2,38652
22,9,39759
22,8,39758
15,8,37328
28,2,36142
15,2,37322
28,8,36148
54,8,38298
50,13,283113
22,13,395713
22,8,39438
22,9,39439
56,7,33687
56,2,33682
22,13,393713
22,2,39432
22,3,39433
51,2,29002
50,3,28573
52,2,29822
20,2,29792
15,9,37149
57,9,34219
57,8,34218
15,2,37142
52,8,29828
57,3,34213
57,2,34212
48,3,31683
48,2,31682
3,8,23538
48,8,31688
50,13,287213
28,2,35892
50,3,28683
22,2,39322
22,3,39323
50,9,28689
28,8,35898
22,8,39328
22,9,39329
54,9,38349
50,3,28373
50,9,28379
52,8,29178
28,8,35948
52,2,29172
18,13,399013
54,9,38289
36,8,35308
9,13,263213
36,2,35302
54,8,38598
18,11,399011
54,9,38599
50,13,284813
2,8,23198
3,8,23628
3,2,23622
2,2,23192
22,2,39212
22,3,39213
50,9,28199
22,8,39218
22,9,39219
50,3,28193
50,3,28753
54,8,38348
57,3,34143
57,2,34142
51,8,28978
50,9,28759
54,2,38342
51,2,28972
50,3,28203
57,8,34148
