route_id,service_id,trip_id,shape_id
52,8,29328, 
51,2,32942,51I
3,8,23688,3L
51,8,32948,51I
22,9,34939,22L
3,2,23682,3L
22,9,34689,22L
8,2,32432,8O
8,8,32438,8O
8,8,32768,8I
45,8,32098,45I
45,2,32092,45I
8,2,32762,8I
22,3,34933,22L
20,8,25688,20Lexp
53,2,35522,53O
48,2,31862,48L
20,2,25682,20Lexp
54,8,37628,54I
53,8,35528,53O
48,8,31868,48L
45,8,23978,45I
8,8,32208,8O
54,9,37969,54O
45,2,23972,45I
9,7,26317,9L
9,2,26312,9L
8,8,32388,8O
18,7,27267,18O
54,9,37749,54O
20,2,25532,20Lexp
8,2,32162,8O
20,8,25538,20Lexp
22,9,35229,22L
15,9,37219,15L
8,8,32168,8O
8,2,32362,8O
8,8,32368,8O
48,8,31568,48L
53,8,35698,53I
18,7,27317,18O
53,8,35658,53I
20,8,25228,20Lexp
20,2,25222,20Lexp
4,2,36732,4L
4,8,36738,4L
22,8,35038,22L
53,2,35652,53I
22,8,34588,22L
15,2,37462,15I1035
15,9,37469,15I1035
15,8,37468,15I1035
38,2,33162,38O
38,3,33163,38O
38,8,33168,38O
38,9,33169,38O
4,8,36938,4L
28,8,36398,28I
28,8,36428,28I
4,2,36932,4L
28,2,36422,28I
28,2,36392,28I
50,9,28669,50L
38,8,33198,38O
22,2,34862,22L
22,3,34863,22L
22,8,34868,22L
22,9,34869,22L
52,8,29278, 
15,9,37269,15I0730
15,8,37268,15I0730
52,2,29272, 
15,2,37262,15I0730
46,8,36648,46L
55,8,32928,55O
15,9,37069,15O0655
15,8,37068,15O0655
46,2,36642,46L
15,2,37062,15O0655
48,2,31672,48L
46,8,36498,46L
48,3,31673,48L
15,9,37289,15I0730
15,8,37288,15I0730
18,2,29872,18O
22,8,35258,22L
52,2,29182,52O
54,2,38022,54O
22,9,35259,22L
56,2,33902, 
52,8,29188,52O
50,3,28453,50L
54,8,38028,54O
56,7,33907, 
48,8,31728,48L
48,9,31729,48L
52,2,29472, 
52,8,29478, 
48,2,31722,48L
48,3,31723,48L
54,9,37609,54I
52,8,29138,52O
54,2,37602,54I
48,8,31678,48L
22,9,35189,22L
57,8,34008, 
48,9,31679,48L
57,2,34002, 
57,3,34003, 
54,2,37842,54I
38,2,33832,38I
38,3,33833,38I
48,9,31889,48L
54,9,37849,54I
18,2,29982,18I
38,8,33838,38I
38,9,33839,38I
22,3,34983,22L
48,2,31612,48L
48,3,31613,48L
48,8,31618,48L
48,9,31619,48L
51,2,29052,51I
50,9,28589,50L
15,2,37112,15O0655
50,3,28583,50L
51,8,29058,51I
15,9,37119,15O0655
15,8,37118,15O0655
22,2,34642,22L
22,3,34643,22L
57,2,34132, 
57,3,34133, 
51,8,28908,51I
3,8,23768,3L
22,8,34648,22L
53,2,35732,53I
51,2,28902,51I
3,2,23762,3L
48,2,31472,48L
48,3,31473,48L
3,8,23568,3L
52,8,29168,52O
3,2,23562,3L
50,3,28633,50L
38,9,33049,38I
50,9,28639,50L
54,9,37549,54I
54,8,37948,54I
48,2,31502,48L
48,3,31503,48L
22,9,35029,22L
22,8,35028,22L
48,8,31508,48L
2,8,23168,2L
22,3,35023,22L
22,2,35022,22L
15,9,37019,15O0655
44,2,22562,44I
50,3,28393,50L
53,2,35602,53I
48,2,31982,48L
48,3,31983,48L
38,3,33043,38I
44,8,22568,44I
8,2,32552,8I
53,8,35358,53O
53,9,35609,53I
53,8,35608,53I
43,2,26412,43L
2,8,23308,2L
36,8,28838,36I
22,8,34738,22L
43,7,26417,43L
36,2,28832,36I
57,8,34118, 
2,2,23302,2L
22,2,34732,22L
22,3,34733,22L
51,2,32952,51I
22,8,35058,22L
51,8,32958,51I
22,9,35059,22L
8,2,32422,8O
22,9,35289,22L
22,8,35288,22L
22,3,35283,22L
22,2,35282,22L
8,8,32428,8O
50,9,28399,50L
8,8,32778,8I
8,2,32772,8I
57,8,34058, 
53,2,35512,53O
48,2,31872,48L
48,3,31873,48L
45,2,23942,45I
2,2,23412,2L
48,8,31878,48L
48,2,31922,48L
53,9,35519,53O
22,8,35198,22L
2,8,23418,2L
45,8,23948,45I
3,2,23782,3L
9,7,26307,9L
9,2,26302,9L
3,8,23788,3L
8,8,32398,8O
8,2,32392,8O
8,2,32172,8O
57,8,34088, 
8,8,32178,8O
8,2,32372,8O
48,8,31928,48L
8,8,32378,8O
50,9,28459,50L
18,7,27327,18O
44,2,32082,44I
44,8,32088,44I
28,2,35902,28O
28,8,36098,28O
28,2,36092,28O
51,8,29078,51I
28,8,36258,28I
4,8,36708,4L
4,2,36702,4L
28,2,36252,28I
50,9,28249,50L
4,2,36892,4L
4,8,36898,4L
15,2,37472,15I1035
15,8,37478,15I1035
15,9,37479,15I1035
38,3,33113,38I
38,2,33112,38I
38,9,33119,38I
38,8,33118,38I
28,8,36418,28I
28,2,36412,28I
50,9,28499,50L
2,8,23148,2L
22,3,34813,22L
22,2,34812,22L
52,2,29262, 
22,9,34819,22L
22,8,34818,22L
52,8,29268, 
15,8,37278,15I0730
15,9,37279,15I0730
4,2,36672, 
15,2,37272,15I0730
50,3,28323,50L
15,8,37078,15O0655
28,2,36072,28O
56,7,33757, 
15,2,37072,15O0655
56,2,33752, 
57,3,33933, 
57,2,33932, 
53,2,33242,53O
18,2,29862,18O
53,8,33248,53O
15,8,37298,15I0730
57,8,33938, 
52,2,29192,52O
54,2,38052,54O
54,9,38059,54O
54,8,38058,54O
52,8,29198,52O
52,2,29462, 
57,9,33989, 
22,9,34929,22L
22,8,34928,22L
52,8,29468, 
18,7,27417,18I
22,2,34922,22L
54,8,37618,54I
54,9,37619,54I
22,9,34649,22L
22,3,35273,22L
54,2,37612,54I
18,11,273411,18O
36,2,30822,36O
36,8,30828,36O
52,2,33802,52O
54,8,37858,54I
54,9,37859,54I
18,2,29992,18I
52,8,33808,52O
54,2,37852,54I
48,3,31663,48L
48,2,28022,48L
48,9,28029,48L
48,8,28028,48L
15,2,37102,15O0655
51,2,29042,51I
15,9,37109,15O0655
57,3,34103, 
57,2,34102, 
51,8,28938,51I
51,2,28932,51I
3,2,23772,3L
57,8,34108, 
3,8,23578,3L
3,2,23572,3L
15,2,37282,15I0730
50,3,28483,50L
22,9,35039,22L
57,3,34033, 
57,2,34032, 
2,8,23178,2L
22,3,35033,22L
50,3,28333,50L
57,8,34038, 
53,2,35612,53I
8,8,32568,8I
53,2,35342,53O
53,8,35618,53I
8,2,32562,8I
53,8,35348,53O
53,9,35349,53O
22,9,34749,22L
22,8,34748,22L
2,8,23318,2L
43,7,26427,43L
22,3,34743,22L
22,2,34742,22L
43,2,26422,43L
22,2,35292,22L
22,3,35293,22L
22,8,35298,22L
52,2,32962, 
50,9,28159,50L
53,2,35722,53I
8,8,32418,8O
50,3,28153,50L
53,8,35728,53I
8,2,32412,8O
20,2,25332,20L
52,2,32982, 
20,8,25338,20L
52,8,32988, 
45,2,23952,45I
22,8,34888,22L
2,2,23402,2L
48,8,31888,48L
45,8,23958,45I
51,8,29048,51I
48,3,31883,48L
48,2,31882,48L
15,9,37409,15I1035
50,3,28663,50L
3,2,23792,3L
9,2,26332,9I
9,7,26337,9I
3,8,23798,3L
54,9,38029,54O
50,9,28149,50L
8,8,32188,8O
53,9,35779,53I
44,8,22708,44O
8,2,32182,8O
8,2,32342,8O
53,8,35758,53I
8,8,32348,8O
53,2,35692,53I
8,2,32742,8I
18,7,27337,18O
8,8,32748,8I
18,7,27467,18I
28,8,36088,28O
28,2,36082,28O
4,8,36718,4L
20,8,29808,20Lexp
28,8,36248,28I
54,8,37608,54I
4,2,36712,4L
28,2,36242,28I
54,8,37808,54O
15,8,37138,15O0655
54,2,37762,54O
4,2,36882,4L
4,8,36888,4L
50,3,28243,50L
18,11,273611,18O
43,7,26377,43L
15,8,37448,15I1035
15,2,37442,15I1035
38,2,33102,38I
38,3,33103,38I
54,9,37949,54I
28,2,36402,28I
53,8,35578,53I
38,8,33108,38I
38,9,33109,38I
28,8,36408,28I
38,9,33229,38O
48,3,31953,48L
54,9,37769,54O
48,8,31898,48L
22,2,34802,22L
22,3,34803,22L
52,2,29212,52O
52,8,29218,52O
22,8,34808,22L
22,9,34809,22L
4,2,36662, 
2,8,23438,2L
4,8,36668, 
52,8,28868,52O
54,9,37599,54I
54,8,37598,54I
15,9,37049,15O0655
15,8,37048,15O0655
28,2,36062,28O
48,9,31959,48L
38,8,33038,38I
38,9,33039,38I
15,2,37042,15O0655
56,2,33742, 
54,2,37592,54I
38,2,33032,38I
38,3,33033,38I
28,8,36068,28O
56,7,33747, 
56,2,33922, 
54,9,37919,54I
54,8,37918,54I
56,7,33927, 
18,11,273811,18O
54,2,37912,54I
54,2,38042,54O
54,8,38048,54O
54,9,38049,54O
57,9,34079, 
54,2,37622,54I
22,8,34938,22L
52,8,29458, 
22,2,34932,22L
52,2,29452, 
54,9,37629,54I
52,2,29322, 
54,8,38098,54O
48,2,28012,48L
54,9,37829,54O
54,8,37828,54O
28,8,35998,28O
53,8,35718,53I
54,2,37822,54O
28,2,35992,28O
48,2,28032,48L
48,3,28033,48L
54,8,37848,54I
48,8,28038,48L
48,9,28039,48L
15,2,37132,15O0655
15,9,37139,15O0655
51,2,29032,51I
22,3,35193,22L
22,2,35192,22L
57,2,34112, 
57,3,34113, 
2,8,23098,2L
3,8,23548,3L
3,2,23542,3L
2,2,23092,2L
48,9,31749,48L
48,9,31599,48L
53,9,35589,53I
57,2,34022, 
57,3,34023, 
54,2,37752,54O
57,8,34078, 
52,2,29142,52O
57,8,34028, 
57,9,34029, 
2,2,23142,2L
50,3,28493,50L
53,2,35372,53O
20,2,28812,20Lexp
3,2,23892,3L
2,2,23322,2L
20,8,28818,20Lexp
50,3,28353,50L
53,9,35379,53O
53,8,35378,53O
2,8,23328,2L
22,8,34758,22L
22,9,34759,22L
53,9,35549,53O
22,2,34752,22L
22,3,34753,22L
43,2,26432,43I
43,7,26437,43I
52,8,32978, 
52,2,32972, 
8,8,32408,8O
53,2,35752,53I
51,2,28922,51I
28,2,35972,28O
53,9,35759,53I
50,3,28143,50L
8,2,32402,8O
51,8,28928,51I
28,8,35978,28O
20,8,25658,20Lexp
20,2,25652,20Lexp
53,9,35579,53I
2,2,23432,2L
9,7,26327,9O
9,2,26322,9O
48,9,31899,48L
53,2,35572,53I
48,2,31892,48L
48,3,31893,48L
22,9,34899,22L
52,8,29148,52O
8,2,32572,8O
8,8,32578,8O
8,8,32198,8O
50,9,28489,50L
54,8,37928,54I
8,2,32192,8O
53,9,35739,53I
53,8,35738,53I
8,8,32358,8O
53,2,35402,53O
48,8,31478,48L
53,9,35409,53O
53,8,35408,53O
8,2,32352,8O
48,9,31479,48L
3,2,23602,3L
8,2,32752,8I
20,8,25498,20L
8,8,32758,8I
20,2,25492,20L
18,7,27347,18O
57,9,34089, 
48,9,31579,48L
57,8,34138, 
20,2,25472,20L
57,9,34139, 
20,8,25478,20L
28,8,36278,28I
28,2,36272,28I
54,9,37759,54O
4,8,36878,4L
4,2,36872,4L
15,8,37458,15I1035
15,9,37459,15I1035
28,2,36182,28I
36,8,20778,36O
28,8,36188,28I
15,2,37452,15I1035
36,2,20772,36O
28,2,36472,28I
38,9,33139,38O
38,8,33138,38O
28,8,36478,28I
38,3,33133,38O
38,2,33132,38O
18,11,275511,18I
18,11,274311,18I
52,2,29202,52O
15,8,36988,15I0730
22,9,34839,22L
22,8,34838,22L
52,8,29208,52O
15,2,36982,15I0730
22,3,34833,22L
22,2,34832,22L
4,8,36698,4L
15,2,37052,15O0655
15,8,37058,15O0655
15,9,37059,15O0655
4,2,36692,4L
28,2,36052,28O
54,8,37588,54I
54,9,37589,54I
46,8,36508,46L
54,2,37582,54I
28,8,36058,28O
15,8,37108,15O0655
46,2,36502,46L
54,8,37908,54I
54,9,37909,54I
54,2,37902,54I
18,7,27437,18I
52,2,33792,52O
54,9,38079,54O
54,8,38078,54O
52,8,33798,52O
54,2,38072,54O
52,8,29448, 
50,9,28739,50L
54,2,37632,54I
22,8,34908,22L
52,8,29338, 
22,3,34903,22L
22,2,34902,22L
52,2,29442, 
52,2,29332, 
50,9,28229,50L
2,2,23162,2L
48,9,31799,48L
48,8,31798,48L
48,3,31793,48L
48,2,31792,48L
28,8,35988,28O
28,2,35922,28O
54,8,37838,54I
54,9,37839,54I
50,9,28799,50L
48,9,31509,48L
54,2,37832,54I
28,2,35982,28O
56,2,33862, 
50,3,28793,50L
50,3,28733,50L
56,7,33867, 
52,8,29258, 
18,7,27507,18I
48,9,31649,48L
48,8,31648,48L
22,9,34849,22L
48,3,31643,48L
48,2,31642,48L
50,3,28553,50L
51,8,29028,51I
15,8,37128,15O0655
15,9,37129,15O0655
50,3,29843, 
51,2,29022,51I
50,9,29849, 
15,2,37122,15O0655
57,9,34169, 
57,8,34168, 
22,2,35182,22L
22,3,35183,22L
3,2,23552,3L
22,3,34693,22L
22,2,34692,22L
57,3,34163, 
57,2,34162, 
3,8,23558,3L
2,8,23088,2L
2,2,23082,2L
54,8,37718,54O
22,9,35219,22L
8,8,32558,8I
53,2,35352,53O
2,8,23158,2L
50,9,28319,50L
52,2,29152,52O
22,9,34589,22L
54,2,38092,54O
50,3,28313,50L
2,2,23152,2L
22,3,34583,22L
22,2,34582,22L
52,8,29158,52O
3,2,23882,3L
2,2,23332,2L
22,3,34763,22L
22,2,34762,22L
2,8,23338,2L
48,8,31988,48L
3,8,23888,3L
53,2,35362,53O
22,8,34768,22L
18,11,273211,18O
22,3,34563,22L
22,2,34562,22L
8,8,32498,8I
22,9,34569,22L
22,8,34568,22L
50,3,28173,50L
50,9,28179,50L
53,2,35742,53I
51,2,28952,51I
28,2,35962,28O
15,9,37089,15O0655
50,3,28773,50L
51,8,28958,51I
53,8,35748,53I
53,9,35749,53I
50,9,28779,50L
28,8,35968,28O
22,9,34739,22L
8,8,32218,8O
20,8,25648,20Lexp
20,2,25642,20Lexp
8,2,32212,8O
53,8,35568,53I
43,2,26352,43O
2,8,23428,2L
44,2,22682,44O
43,7,26357,43O
53,2,35562,53I
2,2,23422,2L
44,8,22688,44O
8,2,32692,8I
8,8,32698,8I
8,2,32502,8I
8,8,32508,8I
8,8,32328,8O
53,2,35412,53O
8,2,32322,8O
53,8,35418,53O
53,9,35419,53O
44,2,22592,44I
48,3,31933,48L
48,2,31932,48L
44,8,22598,44I
48,9,31939,48L
48,8,31938,48L
20,8,25488,20L
20,2,25482,20L
18,7,27357,18O
20,2,25462,20L
28,2,36262,28I
28,8,36268,28I
20,8,25468,20L
22,3,34993,22L
4,8,36868,4L
18,7,27447,18I
4,2,36862,4L
50,9,28579,50L
28,2,36192,28I
36,8,20768,36O
53,9,35329,53O
28,8,36198,28I
36,2,20762,36O
28,2,36462,28I
38,9,33129,38O
38,2,33122,38O
38,3,33123,38O
51,8,29008,51I
22,8,34828,22L
22,9,34829,22L
15,8,36998,15I0730
15,9,36999,15I0730
52,8,29238, 
15,2,36992,15I0730
22,2,34822,22L
22,3,34823,22L
52,2,29232, 
15,2,37022,15O0655
38,2,33012,38I
38,3,33013,38I
15,9,37029,15O0655
15,8,37028,15O0655
4,2,36682,4L
15,8,37148,15O0655
28,8,36048,28O
46,8,36518,46L
46,2,36512,46L
28,2,36042,28O
54,9,37939,54I
54,8,37938,54I
57,9,34219, 
54,2,37932,54I
54,8,38068,54O
20,8,29798,20O
22,2,34912,22L
18,7,27427,18I
54,2,38062,54O
22,8,34918,22L
22,9,34919,22L
52,8,29308, 
54,9,38099,54O
52,2,29302, 
54,9,37929,54I
52,2,37482,52O
15,9,37339,15I1035
15,8,37338,15I1035
48,3,31653,48L
52,8,37488,52O
15,2,37332,15I1035
3,2,23532,3L
48,8,31788,48L
48,9,31789,48L
54,2,37802,54O
48,2,31782,48L
48,3,31783,48L
54,9,37809,54O
18,2,29942,18I
50,9,28789,50L
48,9,31529,48L
48,9,31879,48L
56,2,33872, 
50,3,28783,50L
56,7,33877, 
48,8,28018,48L
48,9,28019,48L
53,8,35518,53O
51,2,29012,51I
50,9,28549,50L
48,2,31652,48L
18,7,27517,18I
50,3,28543,50L
51,8,29018,51I
57,2,34222, 
57,3,34223, 
2,2,23102,2L
57,8,34228, 
15,2,37152,15O1520
48,9,31689,48L
57,8,34178, 
3,2,23522,3L
22,9,35179,22L
22,8,35178,22L
57,2,34172, 
3,8,23528,3L
22,3,35173,22L
22,2,35172,22L
28,2,35882,28O
28,8,35888,28O
50,3,28303,50L
50,9,28309,50L
22,8,34598,22L
52,2,29162,52O
54,2,38082,54O
22,2,34592,22L
22,3,34593,22L
54,8,38088,54O
54,9,38089,54O
36,8,35318,36I
22,2,34772,22L
22,3,34773,22L
22,8,34778,22L
22,9,34779,22L
36,2,35312,36I
22,9,35089,22L
2,2,23182,2L
22,2,34572,22L
3,8,23638,3L
38,8,33098,38I
22,3,35083,22L
2,8,23188,2L
22,8,34578,22L
3,2,23632,3L
50,3,28163,50L
50,9,28169,50L
52,2,29412, 
51,2,28942,51I
28,2,35952,28O
50,3,28763,50L
22,2,34682,22L
22,3,34683,22L
51,8,28948,51I
28,8,35958,28O
22,8,34688,22L
53,2,35772,53I
50,9,28769,50L
20,8,25678,20Lexp
53,2,35552,53O
22,3,35223,22L
22,2,35222,22L
20,2,25672,20Lexp
8,2,32202,8O
22,8,35228,22L
53,9,35559,53O
53,8,35558,53O
9,2,26342,9L
2,8,23458,2L
44,2,22692,44O
45,8,23988,45I
9,7,26347,9L
53,2,35792,53I
44,8,22698,44O
45,2,23982,45I
2,2,23452,2L
53,9,35799,53I
53,8,35798,53I
51,8,28858,51I
8,2,32682,8I
15,9,36989,15I0730
8,8,32688,8I
18,7,27297,18O
8,2,32512,8I
8,8,32518,8I
53,2,35422,53O
8,8,32338,8O
8,2,32332,8O
53,9,35429,53O
53,8,35428,53O
18,7,27367,18O
44,8,22588,44I
48,3,31923,48L
3,2,23852,3L
3,8,23858,3L
44,2,22582,44I
48,9,31929,48L
20,8,25298,20Lexp
51,2,29072,51I
20,2,25292,20Lexp
20,2,25452,20L
28,2,36212,28I
28,8,36218,28I
20,8,25458,20L
48,3,31633,48L
20,2,25582,20Lexp
20,8,25588,20Lexp
4,8,36858,4L
4,2,36852,4L
2,2,23212,2L
28,8,36328,28I
28,8,36458,28I
28,2,36452,28I
28,2,36322,28I
52,8,29228,52O
52,2,29222,52O
2,8,23218,2L
15,2,37032,15O0655
38,3,33063,38I
38,2,33062,38I
38,9,33069,38I
38,8,33068,38I
15,8,37038,15O0655
15,9,37039,15O0655
28,8,36038,28O
46,8,36528,46L
46,2,36522,46L
28,2,36032,28O
38,9,33209,38O
38,8,33208,38O
38,3,33203,38O
38,2,33202,38O
2,2,23312,2L
22,3,34963,22L
22,2,34962,22L
52,2,29312, 
22,9,34969,22L
22,8,34968,22L
52,8,29318, 
53,8,37498,53O
53,9,37499,53O
28,2,36142,28O
54,8,37778,54O
28,8,36148,28O
53,2,37492,53O
54,2,37812,54O
54,8,37818,54O
54,9,37819,54O
18,2,29952,18I
22,3,34893,22L
56,7,33687, 
56,2,33682, 
51,2,29002,51I
50,3,28573,50L
18,7,27567,18I
52,2,29822, 
20,2,29792,20O
15,9,37149,15O0655
54,2,37922,54I
57,8,34218, 
15,2,37142,15O0655
52,8,29828, 
57,3,34213, 
57,2,34212, 
48,3,31683,48L
48,2,31682,48L
22,8,35168,22L
22,9,35169,22L
3,8,23538,3L
48,8,31688,48L
22,2,35162,22L
22,3,35163,22L
28,2,35892,28O
50,3,28683,50L
50,9,28689,50L
28,8,35898,28O
53,8,35768,53I
50,3,28373,50L
53,9,35769,53I
50,9,28379,50L
50,9,28619,50L
52,8,29178,52O
28,8,35948,28O
52,2,29172,52O
36,8,35308,36I
22,9,34789,22L
22,8,34788,22L
36,2,35302,36I
22,9,34909,22L
22,3,34783,22L
22,2,34782,22L
22,3,34543,22L
22,2,34542,22L
22,8,35098,22L
22,9,35099,22L
2,8,23198,2L
3,8,23628,3L
22,8,35008,22L
22,2,35092,22L
22,3,35093,22L
22,9,34549,22L
22,8,34548,22L
3,2,23622,3L
50,9,28759,50L
2,2,23192,2L
50,9,28199,50L
50,3,28193,50L
50,3,28753,50L
54,8,37638,54I
57,3,34143, 
57,2,34142, 
51,8,28978,51I
53,2,35762,53I
51,2,28972,51I
50,3,28203,50L
57,8,34148, 
